nextUpDown,pUpDown,ratiotxin,ratiotxout,ratiotxinout,ratiotxBTC,ratioopen,ratiohigh,ratiolow,ratioclose
1,0,0.042537233,-0.013186432,0.948910429,0.038434852,-0.004084967,0.002444988,0.027515047,-0.007383101
1,1,-0.171736896,-0.147721612,0.870225294,-0.781026444,-0.007383101,-0.005691057,0.005020921,0.008264463
1,1,0.340654341,0.301849814,1.274249066,-0.022319381,0.008264463,0.018806214,0.000832639,0.005737705
1,1,-0.125443495,-0.083722896,0.947498442,-0.20638506,0.005737705,-0.005617978,0.015806988,0.003259984
0,1,0.155960066,0.168261609,1.176758693,0.884001222,0.003259984,0.004842615,-0.007371007,0.006498781
1,0,-0.267822266,-0.24817113,0.765162653,-0.498652704,0.006498781,0.003212851,0.007425743,-0.002421308
0,1,-0.138546182,-0.076069835,0.964494479,0.105490206,-0.002421308,-0.003202562,0.007371007,0.003236246
1,0,0.196390555,0.344107409,1.429769921,0.128501946,0.003236246,0.002409639,0.001626016,0
1,1,0.329639665,-0.014309497,0.81878839,0.234856283,0,0.032051282,0.001623377,0.035483871
0,1,-0.188849687,-0.138537017,0.9011097,-0.372296164,0.035483871,0.008540373,0.027552674,0.003894081
0,0,0.222955491,0.185650266,1.159188233,-0.050707587,0.003894081,0.007698229,-0.006309148,-0.003103181
0,0,0.115161735,0.134847829,1.149580102,1.204044462,-0.003103181,-0.009167303,-0.007142857,-0.012451362
0,0,-0.101701905,-0.083425849,0.92984172,-0.24956324,-0.012451362,-0.00848111,-0.012789768,-0.014972419
0,0,0.062867287,0.119293951,1.158867471,-0.096415915,-0.014972419,-0.018662519,-0.052631579,-0.056
1,0,0.100357081,0.078691962,1.06475633,-0.005909552,-0.056,-0.053090333,-0.092307692,-0.001694915
1,1,-0.07225668,-0.076587874,0.920533027,-0.232093006,-0.001694915,0.033472803,0.089453861,0.009337861
0,1,-0.119153738,-0.107259662,0.900708684,-0.355563382,0.009337861,-0.012955466,0.017286085,0.019343987
0,0,-0.113431115,-0.11666054,0.881223642,0.417622462,0.019343987,-0.003281378,0.007646559,-0.007425743
0,0,0.036447045,0.109666494,1.157928571,1.096453058,-0.007425743,0,0.005059022,-0.002493766
0,0,0.153242951,0.081473243,1.039129809,0.037757535,-0.002493766,-0.003292181,-0.005872483,-0.011666667
1,0,-0.171532185,-0.122736948,0.909213234,-0.488598736,-0.011666667,-0.006606111,-0.029535865,-0.010118044
1,1,0.13073612,0.08177258,1.052559415,-0.376420744,-0.010118044,-0.003325021,-0.006086957,0.008517888
0,1,0.114039615,0.117954663,1.120463991,2.179182399,0.008517888,0,0.006124234,0.000844595
1,0,-0.078765239,-0.045208629,0.976175977,0.213087938,0.000844595,-0.002502085,0.017391304,-0.003375527
0,1,-0.111778204,-0.095040786,0.915025143,0.018939804,-0.003375527,0,0.004273504,0.011007621
0,0,-0.102770995,-0.147469345,0.826436378,-0.207504465,0.011007621,0.00083612,-0.01106383,-0.016750419
0,0,0.200725752,0.212730472,1.220338983,0.001077036,-0.016750419,-0.010025063,-0.005163511,0
1,0,0.341337626,0.27402912,1.232055064,-0.126502519,0,-0.006751055,0.00432526,-0.009369676
0,1,0.05684128,0.010200343,0.97853485,-0.036977108,-0.009369676,0.003398471,-0.01205857,0.006878762
0,0,-0.257751309,-0.199054967,0.843984164,0.149884993,0.006878762,0.016088061,-0.005231037,-0.005123826
0,0,0.00508882,0.041675846,1.065269473,-0.269582298,-0.005123826,-0.0175,0.015775635,0
0,0,-0.161396534,-0.210899221,0.758981725,-0.231929428,0,-0.007633588,-0.092320966,-0.067811159
1,0,-0.187828728,-0.128964531,0.91060757,-0.290415622,-0.067811159,-0.064102564,-0.074144487,-0.063535912
1,1,-0.256031377,-0.229447664,0.78649166,0.6248128,-0.063535912,-0.010045662,0.008213552,0.008849558
0,1,0.101268927,0.066666667,1.047041235,-0.441548216,0.008849558,0.010147601,0.043788187,0.04288499
1,0,0.1967715,0.180553245,1.1708783,0.078151466,0.04288499,-0.000913242,0.006829268,-0.009345794
1,1,0.430093023,0.327936435,1.265647599,3.106513146,-0.009345794,-0.004570384,0.025193798,0.027358491
0,1,-0.097310307,-0.091489221,0.912521287,-0.091870455,0.027358491,0.029384757,0.012287335,0.028466483
0,0,-0.148333634,-0.132522379,0.87825361,-0.309346345,0.028466483,0.006244425,-0.028944911,-0.05625
1,0,0.226415094,0.205676385,1.191970027,-0.664143384,-0.05625,-0.042553191,-0.006730769,-0.009460738
1,1,-0.17561228,-0.144732066,0.876266654,1.17740912,-0.009460738,-0.013888889,0.006776379,0.016236867
0,1,0.016946316,-0.034641505,0.932355382,0.175044895,0.016236867,0.023474178,0.010576923,0.015037594
1,0,0.324226465,0.351083979,1.369824864,0.024565069,0.015037594,-0.001834862,0.009514748,-0.00462963
1,1,-0.006152125,-0.023305589,0.965123347,-0.176663408,-0.00462963,0.001838235,0.005655042,0.013953488
0,1,0.140498968,0.107480169,1.084544053,-0.021948016,0.013953488,0.029357798,0.012183693,0.001834862
0,0,-0.111430921,-0.062832678,0.972667201,-0.282764358,0.001834862,-0.013368984,-0.00462963,0
1,0,-0.223908684,-0.182689221,0.844817293,-0.344421631,0,-0.008130081,0.00372093,-0.01007326
0,1,0.077592718,-0.002673958,0.948119989,-0.496943008,-0.01007326,-0.001821494,-0.003707136,0.007400555
1,0,-0.131100373,-0.09774755,0.925490902,-0.034490334,0.007400555,-0.001824818,-0.004651163,-0.001836547
0,1,0.014773933,-0.001796387,0.98736427,0.146597862,-0.001836547,0.021937843,0.006542056,0.012879485
0,0,0.13504581,0.075785862,1.035945323,0.759486044,0.012879485,-0.004472272,0.013927577,-0.005449591
1,0,0.102097232,0.122664666,1.137814944,0.521419602,-0.005449591,-0.007187781,-0.009157509,0
1,1,0.257616802,0.229650879,1.209697432,1.047238116,0,0.022624434,0.003696858,0.02283105
1,1,0.048984151,0.038369196,1.030495503,0.392098834,0.02283105,0.044247788,0.02854512,0.049107143
0,1,-0.175125488,0.285675334,1.633608974,-0.285010248,0.049107143,0,0.03133393,0.003404255
1,0,0.049111808,-0.30117661,0.565271903,-0.220743296,0.003404255,0.002542373,0.008680556,-0.01187447
0,1,0.081644012,0.054771905,1.035757224,-0.325792732,-0.01187447,0.000845309,-0.00172117,0.012875536
1,0,-0.00176042,0.01213028,1.022394781,0.130231898,0.012875536,-0.003378378,-0.002586207,-0.005932203
1,1,0.059905584,0.057252342,1.055338057,-0.410794521,-0.005932203,-0.001694915,0.00605013,0.00341006
0,1,-0.209030871,-0.170748233,0.85699182,0.556536215,0.00341006,0.055178268,0.00257732,0.055225149
1,0,0.046828479,0.075872534,1.095296842,-0.209637351,0.055225149,-0.00160901,0.039417309,-0.006441224
1,1,-0.081274925,-0.115221873,0.863079477,0.034181223,-0.006441224,0.005640612,0.009892828,0.005672609
0,1,0.236153173,0.191934055,1.161847196,-0.312601144,0.005672609,0.009615385,0.004897959,0.005640612
0,0,-0.022811411,-0.016986351,0.987230521,0.400154459,0.005640612,0.003968254,-0.034118603,-0.018429487
1,0,-0.230263524,-0.207591051,0.808655036,0.261136777,-0.018429487,-0.024505929,0.000841043,-0.004081633
1,1,0.348291836,0.3238583,1.30719293,0.321558173,-0.004081633,0.005672609,0.016806723,0.012295082
1,1,0.004482499,-0.026182479,0.952244274,-0.359778825,0.012295082,0.015310234,0.004132231,0.008097166
0,1,-0.204820565,-0.173589373,0.849587531,-0.347842422,0.008097166,0.003968254,0.022222222,0.008835341
0,0,0.125478863,0.092491839,1.069579628,-0.204046213,0.008835341,0.003162055,0.003220612,0
1,0,-0.384748597,-0.332303697,0.706027409,0.610226278,0,-0.000788022,-0.002407705,-0.00477707
1,1,0.051101621,0.012405823,0.987760022,0.71158359,-0.00477707,0,0.004022526,0.0144
0,1,0.493882451,0.423847359,1.376380762,0.436957185,0.0144,0.06466877,0.011217949,0.057570978
0,0,0.042897762,0.034987752,1.029169035,0.133577621,0.057570978,-0.005925926,0.04199683,-0.002237136
1,0,0.101321716,0.131359793,1.153750994,0.15510152,-0.002237136,0.020119225,-0.019011407,-0.005979073
0,1,-0.135026774,-0.194583347,0.763038983,-0.360846597,-0.005979073,-0.010226443,0.005426357,0.015037594
0,0,0.032011199,0.065280498,1.092115829,-0.515997355,0.015037594,0,0.029298381,-0.005925926
1,0,-0.033610659,-0.049050158,0.939181582,0.395165915,-0.005925926,-0.001476015,-0.024719101,-0.002235469
1,1,0.129823139,0.272831974,1.384993639,-0.262494821,-0.002235469,0.001478197,0.019201229,0.002987304
1,1,0.015405428,0.026509684,1.033614188,0.555747038,0.002987304,0.008856089,0.002260739,0.009679821
0,1,-0.001169145,-0.090991133,0.852553148,1.208286028,0.009679821,0.009509876,0,0.010324484
0,0,0.157311629,0.098806335,1.055724824,0.077104875,0.010324484,0,0.012781955,0
0,0,-0.082347407,-0.044440709,0.986158578,-0.23719778,0,0.007246377,-0.034892353,-0.00729927
0,0,-0.170426001,-0.172869504,0.825295058,-0.434039213,-0.00729927,-0.018705036,0.033846154,-0.008088235
0,0,0.096122354,0.137166024,1.168155838,0.075511641,-0.008088235,0.002199413,-0.023065476,-0.014084507
1,0,0.156838426,0.131643853,1.113793861,0.010277551,-0.014084507,-0.013899049,-0.028941356,-0.003759398
1,1,0.21374269,0.300048548,1.363558122,0.317706486,-0.003759398,-0.005934718,0.028235294,0.003773585
0,1,-0.101320967,-0.206016256,0.725406656,-0.520738343,0.003773585,0.014925373,0.006864989,0.022556391
0,0,-0.197542723,-0.185089563,0.825015862,-0.177190762,0.022556391,0.008823529,0.009848485,-0.005882353
0,0,0.241022215,0.177210993,1.126845667,0.779203213,-0.005882353,-0.008746356,0.006751688,-0.00147929
0,0,0.149798116,0.19921765,1.242176075,-0.15736845,-0.00147929,-0.000735294,-0.007451565,-0.00962963
1,0,-0.283272855,-0.245783426,0.784381132,-0.380263667,-0.00962963,-0.008830022,-0.023273273,-0.004487659
0,1,-0.017066797,-0.018441418,0.98054794,0.226057292,-0.004487659,-0.001484781,0.01537279,0.005259204
1,0,-0.204037551,-0.182192038,0.833908198,-0.432626554,0.005259204,-0.001486989,-0.005299016,-0.002242152
0,1,0.272866437,0.237837993,1.213196603,0.045630263,-0.002242152,0.002978407,0.00456621,0.008988764
0,0,0.196823922,0.196422768,1.19612669,0.288017202,0.008988764,0,0.003787879,-0.003711952
0,0,0.075775915,0.090319076,1.101059165,0.321736422,-0.003711952,0.013363029,0.006792453,0
1,0,-0.190956374,-0.170194592,0.844785859,-0.076648414,0,0.001465201,-0.005247376,-0.001490313
1,1,0.192521648,0.134397015,1.094232199,-0.230846661,-0.001490313,-0.005852231,0.006028636,0.003731343
0,1,-0.338482188,-0.29479654,0.73810234,0.791746959,0.003731343,-0.002207506,0.001498127,0.004460967
0,0,0.060936668,0.05882826,1.057405204,0.089047061,0.004460967,0,-0.015706806,-0.015544041
1,0,0.236299222,0.211023343,1.193906582,0.305176758,-0.015544041,-0.01179941,0,-0.001503759
1,1,0.072933837,0.001829281,0.951967706,-0.105404449,-0.001503759,0.004477612,0.006838906,0.009036145
0,1,0.148431776,0.164501622,1.177202421,0.336670506,0.009036145,0.004457652,0.001509434,0.007462687
1,0,-0.185083043,-0.16437141,0.851597956,-0.097995959,0.007462687,0.002218935,0.003014318,-0.004444444
1,1,-0.165925851,-0.126235766,0.903048485,-0.47569091,-0.004444444,-0.002214022,0.003756574,0.000744048
1,1,0.219887361,0.173520352,1.141922704,0.355424963,0.000744048,0.005177515,0.002994012,0.010408922
1,1,-0.041302621,-0.054366353,0.936123308,0.439028155,0.010408922,0.02133922,0.007462687,0.011037528
1,1,0.118216653,0.090069667,1.069084662,-0.199137906,0.011037528,-0.001440922,0.008888889,0.002183406
0,1,0.216462144,0.228891707,1.238584454,-0.223867158,0.002183406,0.033189033,0.011013216,0.026870007
1,0,0.003997031,-0.026201522,0.950669835,-0.00207402,0.026870007,0.002094972,0.01016703,0
0,1,-0.134182639,-0.115043573,0.900437016,-0.264062631,0,-0.000696864,0.004313444,0.007072136
1,0,0.082546912,0.050721792,1.025969824,-0.096284612,0.007072136,-0.00209205,-0.001431639,-0.008426966
0,1,-0.098723731,-0.077793378,0.939382874,0.263607806,-0.008426966,0.002795248,0.011469534,0.012747875
1,0,0.010368043,0.048203252,1.077992756,0.869085836,0.012747875,0.009059233,-0.008504607,-0.003496503
1,1,0.191173204,0.133923098,1.091674999,0.06796005,-0.003496503,0.017265193,0.015725518,0.033684211
1,1,-0.103097205,-0.084911545,0.92973184,-0.181702217,0.033684211,0.065852003,0.02955665,0.05227427
0,1,0.021600832,0.023713439,1.025354478,-0.095042559,0.05227427,0.017834395,0.053315106,0.012903226
1,0,0.143083905,0.114622085,1.092594343,-0.067903233,0.012903226,-0.013141427,-0.010382868,-0.005732484
1,1,-0.263468043,-0.243992003,0.771777832,-0.222389564,-0.005732484,0.007609385,0.01704918,0.005765535
1,1,-0.022479515,-0.031998736,0.960645511,-0.039078112,0.005765535,0.068596602,0.007736944,0.070063694
1,1,0.081872357,0.096448358,1.107909473,0.269742849,0.070063694,0.035924617,0.065259117,0.027380952
0,1,0.066876943,0.106488375,1.136902882,0.64881329,0.027380952,0,0.009009009,0.013904983
1,0,-0.009790479,-0.035447376,0.946066098,-0.330001787,0.013904983,0.090960773,-0.070833333,-0.034285714
1,1,0.049544579,0.039019626,1.03108225,-0.032531699,-0.034285714,-0.072433559,-0.01409353,0.029585799
0,1,0.079466513,0.072261761,1.066731019,-0.140746245,0.029585799,0.004494382,0.074723847,0.027586207
1,0,0.05818661,0.056939145,1.055970094,0.094960219,0.027586207,0.006711409,0.04050786,-0.003355705
1,1,-0.05834371,0.007227659,1.058271522,0.14847959,-0.003355705,0.048888889,0.031377106,0.050505051
1,1,-0.009141433,-0.037612146,0.942667127,0.435620647,0.050505051,0.048728814,0.053521127,0.043269231
1,1,-0.202773533,-0.208285798,0.787700844,0.109355056,0.043269231,0,0.024064171,0.008704557
1,1,0.252650477,0.237432583,1.226218782,-0.409600546,0.008704557,0.082323232,0.018798956,0.036040609
0,1,0.150078438,0.132070136,1.118514091,0.141109368,0.036040609,-0.013999067,0.040492055,0.004409603
1,0,-0.08280287,-0.105266638,0.877346194,-0.253438825,0.004409603,-0.029815428,-0.113300493,-0.042439024
0,1,0.12299642,0.145727777,1.16412123,0.025953001,-0.042439024,0.019512195,0.078888889,0.048904738
1,0,-0.100696488,-0.091799801,0.915144786,0.448742128,0.048904738,0.007177033,0.022142122,-0.007770763
1,1,-0.028815562,-0.036042079,0.958414682,-0.003094217,-0.007770763,-0.012351544,0.017632242,0.008321096
1,1,-0.203388244,-0.185843171,0.82779443,-0.072623983,0.008321096,0.025974026,0.01980198,0.02815534
1,1,0.439008342,0.385847596,1.34608286,-0.070883382,0.02815534,0.04172527,0.008252427,0.045797923
1,1,-0.005160279,-0.011558806,0.983324628,0.266672979,0.045797923,0.024752475,0.059220029,0.023024831
1,1,-0.052051017,-0.043054087,0.964224533,-0.170540147,0.023024831,0.053579271,0.026363636,0.04368932
1,1,-0.022632035,-0.024486226,0.974039031,-0.245399324,0.04368932,0.005002084,0.003985828,0.013530655
1,1,0.020392254,0.03472599,1.046165375,-0.030884244,0.013530655,0.023226877,0.043228937,0.028368794
0,1,0.016616314,0.001109566,0.989038911,-0.040948248,0.028368794,0.047020673,0.027484144,0.021095335
1,0,0.00920565,0.021946572,1.032140807,-0.041446452,0.021095335,0.018195896,-0.004526749,-0.038537942
0,1,-0.138128279,-0.147013817,0.846034688,0.230383123,-0.038537942,0.049429658,-0.102108309,0.124793388
1,0,0.092660226,0.105417621,1.115585046,-0.144392264,0.124793388,-0.00326087,0.201657459,-0.004408523
0,1,-0.075727353,-0.033489845,0.999480971,-0.013403244,-0.004408523,-0.000363504,0.027203065,0.004428044
1,0,-0.034958101,-0.012854267,1.003101754,-0.096746543,0.004428044,-0.003636364,-0.067512122,-0.015062454
1,1,0.014888687,-0.012451902,0.968560675,0.079711284,-0.015062454,-0.009124088,0.0544,0.005221932
1,1,0.082284512,0.062333818,1.047815786,0.177538882,0.005221932,0.092081031,0.016691958,0.091651206
1,1,0.095911517,0.101477336,1.105660794,-0.175482859,0.091651206,0.007419899,0.081716418,0.007477906
1,1,-0.064136038,-0.090206222,0.890371331,-0.125496753,0.007477906,0.003682625,0.011038289,0.003711201
0,1,0.111864225,0.13231806,1.148334874,0.503356276,0.003711201,0.044029353,0.012282497,0.016806723
1,0,-0.06892281,-0.075938655,0.918741921,-0.186883992,0.016806723,-0.019488818,-0.056285811,-0.014876033
1,1,-0.012472791,-0.034191306,0.949120595,0.330145217,-0.014876033,-0.009449332,0.042857143,0.003020134
1,1,0.174585403,0.191177156,1.204441834,0.095064691,0.003020134,0,0.011986301,0.017062563
0,1,-0.055194805,-0.046018635,0.961135625,-0.126560248,0.017062563,0.042763158,0.01928934,0.023026316
1,0,-0.039235159,-0.020949176,0.993065372,-0.058775664,0.023026316,-0.001577287,0.022244356,-0.006430868
1,1,0.033995636,0.033545701,1.033212083,-0.033383203,-0.006430868,0.090679305,0.003572589,0.0802589
0,1,0.024023738,0.025035485,1.025786245,0.10902779,0.0802589,0.011008111,0.065372168,0.033553026
1,0,-0.134965523,-0.147137563,0.843845774,-0.092029672,0.033553026,-0.002578797,0.006986634,-0.007246377
1,1,-0.024469324,-0.007948044,1.004597701,-0.375678501,-0.007246377,-0.008905487,0.019607843,0.00729927
1,1,0.176003966,0.148544174,1.128295398,0.048097552,0.00729927,0.063768116,0.011538462,0.047826087
1,1,-0.112047967,-0.117206796,0.878828245,0.980320401,0.047826087,0.107629428,0.057326704,0.115629322
1,1,0.103608356,0.103490419,1.103398834,0.198628155,0.115629322,0.207872079,0.110373444,0.017108852
1,1,0.0638942,0.062070311,1.060653689,-0.285889108,0.017108852,-0.073319756,-0.170403587,0.023890785
1,1,-0.163441665,-0.153088395,0.854977597,-0.27140436,0.023890785,-0.021978022,0.231831832,0.051904762
0,1,-0.005567789,-0.012382678,0.982422381,-0.152981085,0.051904762,0.055955056,0.058264261,0.060434586
1,0,0.32942066,0.368171375,1.398071874,0.212444495,0.060434586,0.020429879,0.047454504,-0.01814301
0,1,-0.197104707,-0.186283219,0.821656747,-0.188638839,-0.01814301,0.01084463,0.001539477,0.052173913
1,0,-0.182242912,-0.142178993,0.886545578,0.480841183,0.052173913,-0.001444192,-0.195213,-0.084917355
1,1,0.169251712,0.128493547,1.101538629,0.009401495,-0.084917355,-0.022933884,0.19372442,0.05938135
0,1,0.024325278,0.059412424,1.084043291,-0.210484077,0.05938135,0.014802284,0.052571429,0.005328218
1,0,0.08105874,0.12013433,1.146053939,3.496628944,0.005328218,-0.011252344,0.007600434,-0.004663981
1,1,-0.455412897,-0.366702431,0.688803835,-0.568338522,-0.004663981,-0.001896733,-0.002801724,0.001064963
1,1,0.033960277,-0.118409588,0.806213553,-0.609489349,0.001064963,0.008023649,0.011454506,0.008510638
1,1,0.230196899,0.174417711,1.139028987,3.184082169,0.008510638,0.107457059,0.006837607,0.088607595
1,1,0.06031965,0.05172704,1.045839177,-0.484278993,0.088607595,0.172687725,0.061120543,0.146124031
1,1,0.003643619,0.031063852,1.050113003,-0.029051847,0.146124031,0.064516129,0.154,0.090463307
0,1,0.200708791,0.198228883,1.1965823,0.081386732,0.090463307,0.134848485,0.093587522,0.098619941
0,0,0.090346267,0.098272177,1.103552886,-0.255548256,0.098619941,-0.015353805,0.030110935,-0.013973183
1,0,-0.126601083,-0.100657201,0.916421284,-0.053706047,-0.013973183,-0.044067797,-0.194615385,-0.07887203
1,1,-0.029840874,-0.03647226,0.95936733,-0.307838579,-0.07887203,0.028368794,0.197707736,0.111111111
1,1,-0.045621895,-0.047040053,0.952060212,0.55176681,0.111111111,0.075862069,0.10877193,0.029370629
1,1,0.001387953,0.068119783,1.110560135,0.196677829,0.029370629,0.022051282,0.051639816,0.066576087
0,1,0.084507042,-0.004665225,0.944197681,0.480965897,0.066576087,0.122679378,0.072356723,0.132738854
1,0,0.146258951,0.180870993,1.203669316,-0.332859519,0.132738854,0.069273743,-0.043367347,-0.030814215
1,1,0.020823427,0.012046594,1.006541191,-0.200499705,-0.030814215,-0.027586207,0.1068,0.05012764
1,1,-0.049197706,-0.089005464,0.885670202,0.24837099,0.05012764,0.02063185,0.048066498,0.018674033
1,1,-0.256943037,-0.170669007,0.888251785,-0.154807939,0.018674033,-0.012423668,0.045977011,0.009111617
1,1,0.199699905,0.234085818,1.253730956,-0.059620489,0.009111617,0.130063966,0.013626374,0.117918951
1,1,0.199090392,0.171464741,1.156362016,0.786335764,0.117918951,0.116603774,0.073287077,0.134423077
0,1,0.010509514,0.037045084,1.052087906,-0.083906709,0.134423077,0.24197364,0.111111111,0.144261739
1,0,0.046151921,0.026404005,1.015651478,-0.033170157,0.144261739,-0.033197279,0.058090909,-0.021333333
1,1,-0.082506129,-0.112847343,0.870136077,-0.100411442,-0.021333333,0.019842387,0.118996477,0.077202543
1,1,-0.157316735,-0.111029033,0.916343875,-0.353556427,0.077202543,-0.007175383,0.071406634,0.00217819
1,1,0.228605128,0.198729039,1.182481598,-0.182764329,0.00217819,0.145934677,0.022144188,0.137909276
1,1,-0.029288176,0.033347538,1.068739218,0.40309315,0.137909276,0.181928441,0.14001262,0.155268022
0,1,0.085911154,-0.068243303,0.852642615,0.360244108,0.155268022,0.23196511,0.14698647,0.226666667
0,0,-0.046253303,-0.000778977,1.028943927,0.385115234,0.226666667,0.10782558,-0.436997319,-0.282608696
0,0,0.070850488,0.092374838,1.105415402,-0.166783925,-0.282608696,-0.290601504,0.04952381,-0.243030303
0,0,-0.142046867,-0.138163515,0.864115654,-0.260788096,-0.243030303,-0.258081611,-0.507713249,-0.0632506
0,0,-0.08814108,-0.107372951,0.881420217,-0.263683143,-0.0632506,-0.071428571,0.576036866,-0.205128205
0,0,0.036511763,0.079976949,1.106179737,-0.368012743,-0.205128205,-0.153846154,-0.012397661,-0.032258065
0,0,-0.017576752,0.116684345,1.192525458,0.271657944,-0.032258065,-0.072727273,-0.15312648,-0.084555556
1,0,0.24385276,0.061852426,0.977157447,0.685729938,-0.084555556,-0.171568627,-0.300657251,-0.170287656
1,1,-0.16344324,-0.037537867,1.037044158,-0.026098458,-0.170287656,0.168994083,0.265746851,0.361468695
1,1,-0.177670793,-0.298974774,0.643060588,2.392331845,0.361468695,0.143956266,0.358609795,0.171268937
1,1,0.276575669,0.40607436,1.485205472,-0.679509405,0.171268937,0.207345133,0.227209302,0.086872764
0,1,-0.188583524,-0.190186675,0.808971316,-0.41419637,0.086872764,-0.032470864,0.089634262,0.068703579
1,0,-0.084427146,-0.069104936,0.938966931,-0.104308673,0.068703579,-0.011363636,-0.043478261,-0.058600537
1,1,0.067158104,0.175412075,1.231020304,0.677921744,-0.058600537,-0.023754789,0.077272727,0.068791946
1,1,0.306691529,0.103358903,1.012813618,-0.042167627,0.068791946,0.130455259,0.054599156,0.126138148
0,1,0.054404229,0.118527635,1.155367574,0.369681368,0.126138148,0.155603388,0.128030727,0.074789155
0,0,-0.037786629,-0.069816281,0.913390208,-0.243499583,0.074789155,-0.026617797,-0.148116621,-0.080998703
0,0,-0.116708756,-0.084405798,0.933436328,-0.279644609,-0.080998703,-0.105,0.01132484,-0.033942559
1,0,-0.197144615,-0.160460624,0.85871282,-0.314722507,-0.033942559,-0.03524381,0.01037464,-0.065010957
1,1,-0.056120264,0.286131765,1.453379003,-0.283077255,-0.065010957,-0.022876752,0.039035123,0.0503125
0,1,0.236323694,-0.042027151,0.869635726,2.260887105,0.0503125,0.090722856,0.043137255,0.071109789
0,0,-0.080674444,-0.117711699,0.865577999,-0.469006676,0.071109789,-0.014421787,0.007518797,-0.033125
0,0,0.162356352,0.034437933,0.973140579,0.34622063,-0.033125,-0.046756959,-0.223880597,-0.164116929
0,0,0.001843585,0.037370634,1.05770504,-0.328278389,-0.164116929,-0.093959732,-0.123942308,-0.087042447
1,0,-0.072471089,-0.082120365,0.912648422,-0.108012895,-0.087042447,-0.14105595,-0.132916255,-0.076705882
1,1,-0.022387769,0.185139888,1.299482376,-0.376395201,-0.076705882,0.066972477,0.164556962,0.150866463
0,1,0.001412626,-0.105966172,0.849524972,0.264508728,0.150866463,0.021926053,0.163043478,0.027280779
0,0,0.059763173,0.097611874,1.116105233,0.345078518,0.027280779,0.050904501,-0.009252336,-0.032160717
1,0,0.063648294,0.133545244,1.165973732,0.134469123,-0.032160717,-0.087269816,-0.080086784,-0.023608018
0,1,-0.110972063,-0.048284212,0.978247247,-0.145549645,-0.023608018,0.024385965,0.122846596,0.032846715
1,0,0.32385654,-0.00648217,0.866459248,-0.164280434,0.032846715,-0.026203117,-0.006392694,-0.003533569
0,1,0.016578309,0.136703289,1.207297754,0.316059209,-0.003533569,0.077207176,0.025183824,0.043439716
0,0,0.08133351,-0.042582866,0.8960985,-0.262306825,0.043439716,-0.030693878,0.013089475,-0.017502124
1,0,-0.108634642,-0.069725509,0.953508237,-0.166723334,-0.017502124,-0.010695638,-0.005309735,-0.007090972
0,1,-0.067708015,-0.005880485,1.028632369,0.994597182,-0.007090972,0.012003065,0.018683274,0.027521338
1,0,0.089707859,0.00821198,0.966980741,-0.301009007,0.027521338,0.007738896,-0.044366812,-0.055772165
1,1,-0.034587032,-0.014924476,0.996285972,-0.040214174,-0.055772165,-0.028046745,-0.058490221,0.025314183
1,1,-0.046952673,0.079263322,1.148994421,-0.038959646,0.025314183,0.021727929,0.088138226,0.034932586
0,1,-0.039684097,-0.217217495,0.701426666,0.179661449,0.034932586,0.055392116,0.039875112,0.044750867
0,0,-0.110946519,-0.120144149,0.87408531,-0.123300582,0.044750867,-0.00199108,0.048726087,-0.002348178
0,0,-0.084171215,-0.040667268,0.987094251,-0.43392609,-0.002348178,-0.006463969,-0.022494888,-0.005762519
1,0,0.020932664,0.182170965,1.277634707,0.276527527,-0.005762519,-0.006506024,0.005020921,-0.003918367
1,1,0.104893386,0.015998632,0.973941778,0.247508629,-0.003918367,-0.004931684,0.008326395,0.007129979
1,1,-0.036187016,-0.068114863,0.914748813,0.094282457,0.007129979,0.011537212,0.007431874,0.007404996
1,1,0.150009617,0.081528574,1.04280198,-0.034854058,0.007404996,0.019518072,0.008196721,0.020193861
0,1,-0.073391427,-0.041815764,0.977876291,0.066528714,0.020193861,0.055542425,0.019105691,0.053840063
1,0,-0.074384939,-0.117298022,0.857342478,-0.031698154,0.053840063,-0.003582624,0.022736338,-0.008339594
0,1,-0.205889236,-0.068884585,1.018525661,-0.471633071,-0.008339594,0.018726592,0.018798752,0.011440261
0,0,0.295565051,0.209053236,1.166019251,0.714977494,0.011440261,-0.003897059,-0.050608682,-0.027940075
1,0,0.081731681,-0.024842625,0.916253732,0.058613361,-0.027940075,-0.035727467,0.011290323,-0.005933575
0,1,-0.035219905,-0.002414707,1.018991322,0.124679312,-0.005933575,0.015999388,0.01754386,0.025193798
1,0,0.042971304,0.038402852,1.03558044,-0.206732854,0.025193798,-0.002411091,-0.00862069,-0.026086957
1,1,-0.053634242,-0.083483058,0.89794459,0.077876299,-0.026086957,-0.018126888,-0.001343874,0.00015528
0,1,-0.000644022,0.011470631,1.019415016,-0.284458174,0.00015528,-0.001615385,0.006095148,0.003726129
0,0,-0.080352047,-0.057841117,0.956630328,-0.110597907,0.003726129,0.002388474,-0.095200629,-0.052590874
1,0,0.118665786,0.093242892,1.077531274,0.807109985,-0.052590874,-0.056264412,0.000956522,-0.014367347
1,1,0.031284676,0.013059688,1.001366481,-0.152239744,-0.014367347,0.009855025,0.031969421,0.005466291
0,1,-0.018430461,0.079509204,1.144225036,0.029787078,0.005466291,-0.003951932,0.005976934,0.004118616
